575;SK8 - Tony Hawk's Pro Skater 2;Eeprom_v122;8388608;Activision;7;Independent;256;91F93500;24BE2024;78F0B310;;575;;0
576;Castlevania - Harmony of Dissonance;Sram_F_v102;8388608;Konami;0;Eurasia;2;521B3091;6AB15C1D;B7094986;;576;;0
577;J.League Pro Soccer Club wo Tsukurou! Advance;Sram_v112;8388608;Sega;7;Cezar;256;8BC59927;CC4BB0D4;972FCCE8;;577;;0
578;Nicktoons Racing;Eeprom_v122;4194304;Infogrames;0;Patience;4291;BABCCEFD;AFECE60C;B8DFF04C;;578;;0
579;Densetsu no Stafy;Sram_v112;8388608;Nintendo;7;Eurasia;256;FAE94C8B;402C88F9;F1E19F7F;;579;;0
580;Disney Sports - American Football;Eeprom_v122;16777216;Konami;7;Patience;256;B92E9057;FCEEE291;B6DFB090;;580;;0
581;Disney Sports - Skateboarding;Eeprom_v122;16777216;Konami;7;Patience;256;5DF4A476;F9D82DFA;9DA4BE60;;581;;0
582;Aggressive Inline;None;8388608;Acclaim;0;Patience;67;A2F6BCDE;92FDC661;22475916;;582;;0
583;BMX Trick Racer;Eeprom_v122;16777216;Simon & Schuster;1;Mode 7;2;B6D79476;D830D73D;B24DF248;;583;;0
584;Matchbox Cross Town Heroes;None;4194304;THQ;1;Venom;2;0FFFB458;35650BA4;E1FA3FD1;;584;;0
585;Silent Scope;Eeprom_v122;8388608;Konami;1;Eurasia;4291;C5CE1B2C;B09D6245;E917F419;;585;;0
586;Tiger Woods PGA Tour Golf;Eeprom_v122;8388608;Ubi Soft;0;Patience;4291;38934732;D9357EB6;A605E6C5;;586;;0
587;Speedball 2 - Brutal Deluxe;Eeprom_v120;4194304;Wanadoo;0;Eurasia;4291;051F3D0D;7EFC791B;25514A00;;587;;0
588;Megaman Zero;Sram_v112;8388608;Capcom;16;Venom;2;9707D2A1;2C84CBAD;59DCFDDE;;588;;0
589;Comix Zone;Eeprom_v122;4194304;Sega;0;Independent;4291;9F30002F;2F86740F;6B605110;;589;;0
590;Natural 2 - Duo;Flash_v126;8388608;Dreamsoft;7;KaMX;256;0DE8B4B4;4C4AAE45;8A959548;;590;;0
591;Sabrina - The Teenage Witch - Potion Commotion;None;4194304;Ubi Soft;0;Lightforce;4307;CAA8225B;712FED7D;7A8F4B8C;;591;;0
592;SpongeBob SquarePants - Revenge of the Flying Dutchman;None;8388608;THQ;16;Venom;2;30D6C979;542FBD2E;8193E729;;592;;0
593;Super Mario Advance 3 - Yoshi's Island;Eeprom_v122;4194304;Nintendo;1;Mode 7;2;40A48276;54830DFB;539926DA;;593;;0
594;Sum of All Fears, The;Eeprom_v122;8388608;Ubi Soft;0;Menace;4291;AEA15C21;0D4BBD3C;D7D0C2B6;;594;;0
595;Super Mario Advance 3;Eeprom_v122;4194304;Nintendo;7;Cezar;256;26321120;3BD0EE6B;A11D464E;;595;;0
596;Airforce Delta Storm;Eeprom_v122;4194304;Konami;1;Mode 7;323;EBF757B8;08DC70C1;9E529B03;;596;;0
597;Boulder Dash EX;Eeprom_v122;4194304;Kemco;1;Mode 7;2;B355365A;E51C121B;DE1FAC24;;597;;0
598;Backyard Football;Eeprom_v122;4194304;Infogrames;1;Mode 7;2;7CCC79B4;E1B1E32C;9199C8B8;;598;;0
599;Barbie Groovy Games;None;4194304;Vivendi;1;Lightforce;2;AA017567;2CA0B540;0585954A;;599;;0
600;GT Advance 2 - Rally Racing;Eeprom_v122;8388608;THQ;0;Independent;2;73411578;46A4798E;17DB6F71;;600;;0
601;Hanafuda Trump Mahjong - Depachika Wayouchuu;Eeprom_v122;4194304;Global A;7;KaMX;256;DE7B8DCD;FCF4A6D7;CF403889;;601;;0
602;Egg Mania;None;4194304;Kemco;1;Mode 7;4099;E8B15678;79ED217B;4DC10758;;602;;0
603;Super Ghouls'n Ghosts;Eeprom_v122;4194304;Capcom;16;Mode 7;2;1EF2ACF3;00BE5D42;4493E0C5;;603;;0
604;Kelly Slater's Pro Surfer;Eeprom_v122;8388608;Activision;1;Mode 7;2;31F85DBE;BF380DC5;CA154E84;;604;;0
605;Smuggler's Run;None;8388608;Destination Software;1;Venom;2;1A6AEA5E;DC167987;52D71863;;605;;0
606;Duke Nukem Advance;Eeprom_v120;8388608;Take 2;0;Lightforce;195;DC7DAB56;81BA59A1;96E5A553;;606;;0
607;Colin McRae Rally 2.0;Eeprom_v122;4194304;Ubi Soft;0;Quartex;67;70520C5C;D09399AE;DDD5A877;;607;;0
608;Street Fighter Zero 3 Upper;Eeprom_v122;8388608;Capcom;7;Eurasia;256;8D5D0EAB;25F8BFB7;8609FC77;;608;;0
609;Samurai Evolution - Oukoku Geist;Sram_F_v102;4194304;Enix;7;Patience;256;C0F54C65;3326EFCD;3C3B2063;;609;;0
610;Sega Smash Pack;None;8388608;THQ;1;Venom;2;5C2E97BA;8D3A6EB5;C5F815C3;;610;;0
611;Driver 2 Advance;Eeprom_v122;8388608;Infogrames;0;Eurasia;4291;69EE551C;4FF28A16;E941A014;;611;;0
612;Castlevania - Harmony of Dissonance;Sram_F_v102;8388608;Konami;1;Independent;2;88C1B562;6270A194;C8CFBBF6;;612;;0
613;Lord of the Rings, The - The Fellowship of the Ring;Eeprom_v122;8388608;Vivendi;1;Venom;2;EE0C58BC;6139CB8B;6601542A;;613;;0
614;Tennis Masters Series 2003;Eeprom_v120;4194304;Microids;0;Independent;6339;28E6BD52;40E66920;CC21BEB1;;614;;0
615;Spyro 2 - Season of Flame;Eeprom_v122;8388608;Vivendi;1;Venom;2;37E120E7;C200F96A;4E8082F8;;615;;0
616;Adventures of Jimmy Neutron vs Jimmy Negatron, The;None;4194304;THQ;1;Venom;2;D2CED674;A092014C;4363C829;;616;;0
617;Magical Quest Starring Mickey & Minnie;Eeprom_v122;4194304;Nintendo;0;Patience;4291;94F3B7C0;735A78B9;5384C8E3;;617;;0
618;Tokimeki Yume Series 1 - Ohanaya-san ni Narou!;Eeprom_v122;4194304;MTO;7;KaMX;256;6EEA16BD;5C4DD3C7;DB7F98EB;;618;;0
619;e-Reader;Flash1M_v103;8388608;Nintendo;1;Independent;2;8B27CD67;163EB4FA;65232717;;619;hardware;0
620;Groove Adventure Rave - Hikari to Yami no Daikessen 2;Sram_v112;8388608;Konami;7;Eurasia;256;006F9150;1108888E;487CFF82;;620;;0
621;Hugo - The Evil Mirror Advance;Eeprom_v122;4194304;ITE Media;0;Menace;16123;9E9D5AD7;A14C5C84;23D421DB;;621;;0
622;Worms World Party;None;4194304;Ubi Soft;0;Venom;4291;8EE32CBE;F82EABFC;28C8FCC6;;622;;0
623;Chobits - Atashi Dake no Hito;Eeprom_v122;8388608;MMV;7;Mugs;256;DDC4B118;8DF5721F;169D5C78;;623;;0
624;Super Mario Advance 3 - Yoshi's Island;Eeprom_v122;8388608;Nintendo;0;Menace;4291;639E9D3B;0E13EA94;9AEE2253;;624;;0
625;Daisuki Teddy;Sram_F_v102;8388608;MTO;7;WnkMX;256;CBB8CDB8;2A7B5233;0206D1FB;;625;;0
626;Scooby-Doo;Eeprom_v122;4194304;THQ;5;Patience;1;CEEFC038;8C7A520E;89A9CA4D;;626;;0
627;Frogger Advance - The Great Quest;None;8388608;Konami;0;Lightforce;4291;8873BD29;7FABCB17;614F76D0;;627;;0
628;Gachasute! Dino Device - Blue;Flash_v126;8388608;Smilesoft;7;Chakky;256;EB9F6F11;C96B2AD7;F6EEDCB7;;628;;0
629;Harukanaru Toki no Naka de;Eeprom_v122;8388608;Koei;7;Chakky;256;BF12B590;2051BCF0;27785C62;;629;;0
630;Butt-Ugly Martians - B.K.M. Battles;None;4194304;Vivendi;1;Venom;2;74BE9148;83BF8CEF;B7E1D08E;;630;;0
631;Nakayoshi Pet Advance Series 1 - Kawaii Hamster;Eeprom_v122;4194304;MTO;7;Chakky;256;74930B16;B3515AEE;8F3CEAEF;;631;;0
632;Nakayoshi Pet Advance Series 2 - Kawaii Koinu;Eeprom_v122;4194304;MTO;7;Chakky;256;954DA3E6;A64BB104;7B18EBD7;;632;;0
633;Nakayoshi Pet Advance Series 3 - Kawaii Koneko;Eeprom_v122;4194304;MTO;7;Chakky;256;0290DFB5;ECD7B71E;C45C7B2B;;633;;0
634;Medarot G - Kabuto Version;Eeprom_v122;8388608;Natsume;7;Chakky;256;B107C73D;088F85CE;E383027F;;634;;0
635;Hime Kishi Monogatari - Princess Blue;Sram_v112;8388608;Tonkin House;7;Chakky;256;46810F68;6889F71D;9BBA2CCD;;635;;0
636;Guilty Gear X - Advance Edition;Flash_v124;8388608;Sammy;0;Patience;2;BA95861D;490C093E;6546E2C6;;636;;0
637;Soccer Kid;None;4194304;Telegames;16;Venom;2;D3485F5A;77507BE9;A8668940;;637;;0
638;Ballistic - Ecks vs Sever;None;8388608;BAM!;1;Venom;2;0477F153;FC3B9CF1;1DBEA7B0;;638;;0
639;Dragon Ball Z - The Legacy of Goku;Eeprom_v122;8388608;Infogrames;0;Polla;4291;CA6E149C;8A28416C;C6737364;;639;;0
640;Ecks vs Sever;None;8388608;BAM!;0;Independent;4291;AF726026;039B0144;3421FF12;;640;;0
641;Fire Pro Wrestling 2;Flash_v126;8388608;BAM!;1;Venom;2;B9CFC1D3;D10F6ACA;FDE16989;;641;;0
642;Invader;None;8388608;Takara;0;Venom;2;A94D6058;EC6B8828;E7F1FE5A;;642;;0
643;Motoracer Advance;Sram_F_v102;4194304;Ubi Soft;0;Mode 7;4291;8CB19DA0;A5482CEC;858FA35B;;643;;0
644;Army Men - Turf Wars;Eeprom_v121;8388608;3DO;1;Mode 7;2;65AC74CC;2EDBAF00;A40E6482;;644;;0
645;Metalgun Slinger;Eeprom_v122;8388608;Atmark;7;Independent;256;8DFB7A2F;2BE7A08B;A32DD9CC;;645;;0
646;Airforce Delta II;Eeprom_v122;4194304;Konami;7;Independent;323;58A972DF;E6C009E3;980E075C;;646;;0
647;Turbo Turtle Adventure;Eeprom_v122;4194304;Majesco Sales;1;Quartex;2;E5E0B0F1;00BF555A;A2DE3928;;647;;0
648;King of Fighters EX, The - NeoBlood;Eeprom_v122;8388608;Sammy;0;Independent;2;17E66B52;2855E95D;AFB5B3DC;;648;;0
649;Harobots - Robo Hero Battling!!;Sram_v112;4194304;Sunrise;7;Chakky;256;F54976C8;C3D7EAF4;E70BD769;;649;;0
650;Monster Force;Eeprom_v122;8388608;Vivendi;0;Lightforce;4291;137B0F9A;807C0F15;6345174E;;650;;0
651;Barbie Groovy Games;None;4194304;Vivendi;0;Patience;4291;749339B2;87FF0A6D;B2777062;;651;;0
652;Smurfs, The - The Revenge of the Smurfs;None;4194304;Infogrames;0;Patience;4307;516CE770;B3464F36;626C8F8C;;652;;0
653;Defender of the Crown;Eeprom_v122;4194304;Metro3D;1;Venom;2;DE6698FE;1516D35E;002C663E;;653;;0
654;Dual Blades;Eeprom_v122;4194304;Metro3D;1;Venom;2;AFF3A0C6;86382DF0;65D90FD6;;654;;0
655;Ice Age;None;4194304;Ubi Soft;7;Chakky;256;6D457F4C;AE7A0961;79E4C464;;655;;0
656;J.League Winning Eleven Advance 2002;Eeprom_v121;8388608;Konami;7;Eurasia;256;AEE73FE7;134817C8;A2712F74;;656;;0
657;Pinball Advance;Eeprom_v122;8388608;Zoo Digital;0;Menace;4291;39479369;3EE7ECA7;D50BF24C;;657;;0
658;Virtua Tennis;Eeprom_v121;8388608;THQ;1;Venom;2;E0BD3B75;5FD34B01;E8DC1888;;658;;0
659;Game & Watch Gallery Advance;Sram_F_v102;4194304;Nintendo;0;Menace;2;85C837AF;44D141DC;8FD65CED;;659;;0
660;Oshare Princess;Eeprom_v122;4194304;Culture Brain;7;Chakky;256;5A2299E1;023194FE;AFC0F811;;660;;0
661;Shrek - Hassle at the Castle;Eeprom_v122;4194304;TDK;1;Venom;4307;09E7472C;257DDF64;D3E953D9;;661;;0
662;Galaxy Angel - Moridakusan Tenshi no Full-Course - Okawari Jiyuu;Eeprom_v122;16777216;MMV;7;Chakky;256;B99E2333;2F69C0E9;FF61AD99;;662;;0
663;High Heat Major League Baseball 2003;Eeprom_v122;4194304;Takara;7;Chakky;2;0D9043A4;387AE8BC;9A5FC792;;663;;0
664;ZooCube;Eeprom_v122;4194304;Acclaim;7;Chakky;256;09A2255F;450D305D;F9266A90;;664;;0
665;Hamster Paradise Advanchu;Eeprom_v122;8388608;Atlus;7;Chakky;256;902BEFB0;D94D8FC9;DE711B13;;665;;0
666;Denki Blocks!;Eeprom_v122;4194304;Global A;7;Chakky;256;0053FD6A;D4C2F4F1;66F0DE0A;;666;;0
667;PukuPuku Tennen Kairanban;Eeprom_v122;4194304;Victor;7;Chakky;256;91C4C334;3A2C6B9A;8288625C;;667;;0
668;Gachinko Pro Yakyuu;Sram_F_v102;8388608;Now Production;7;Chakky;256;81DE0C16;ABDE9D8A;1499B9F8;;668;;0
669;Black Belt Challenge;Eeprom_v120;8388608;Takara;0;Venom;2;72A55741;1145ED6C;14D73E9A;;669;;0
670;Yu-Gi-Oh! The Eternal Duelist Soul;Sram_v112;8388608;Konami;1;Mode 7;2;DFD07A36;205CB3E0;A02A5D93;;670;;0
671;Robotech - The Macross Saga;Eeprom_v122;8388608;TDK;1;Mode 7;4307;325A6596;29BF2B85;10E82A72;;671;;0
672;xXx;Eeprom_v121;8388608;Activision;5;Patience;1;44A77F71;2BD4F716;0C3941D4;;672;;0
673;Who Wants to Be a Millionaire;None;4194304;Zoo Digital;0;Venom;2;B9C55B22;CA27D098;87203DAE;;673;;0
674;Gyakuten Saiban 2;Sram_v112;8388608;Capcom;7;HP;256;191AD26A;B2546C72;FA9D624F;;674;;0
675;Oshaberi Inko Club;Flash_v126;8388608;Alpha Unit;7;Chakky;256;DF6901F0;A6B40FE9;195B215F;;675;;0
676;Crazy Chase;Eeprom_v122;4194304;Kemco;0;Patience;67;313F4FFC;D52F3E26;FE1DE4EB;;676;;0
677;Spirit - L'Etalon des Plaines - A la Recherche de la Terre Natale;None;4194304;THQ;5;Patience;1;C8C76255;0007BB05;C5565D5E;;677;;0
678;Nakayoshi Youchien - Sukoyaka Enji Ikusei Game;Eeprom_v122;4194304;TDK;7;Chakky;256;1276A95C;A7CE8120;6A9AE3A6;;678;;0
679;Robot Wars - Extreme Destruction;Eeprom_v122;4194304;BBC Worldwide;0;Mode 7;4307;5EE9D6C5;07DADB68;9F44CE83;;679;;0
680;Ace Lightning;Eeprom_v122;4194304;BBC Worldwide;0;Mode 7;2;E94AAFC9;357E28BF;8ADD056F;;680;;0
681;SSX Tricky;Eeprom_v120;8388608;Electronic Arts;16;Mode 7;67;E0988123;EACF0C75;C7FF3F98;;681;;0
682;Hoshi no Kirby - Yume no Izumi Deluxe;Sram_v112;8388608;Nintendo;7;Eurasia;256;C55A3C2C;7FF5081F;B51A5D4C;;682;;0
683;Tarzan - Return to the Jungle;Eeprom_v122;8388608;Activision;1;Mode 7;2;32C6DF3F;4EECC2E1;1C4E38A5;;683;;0
684;WWE - Road to WrestleMania X8;Eeprom_v122;4194304;THQ;16;Mode 7;2;F1FB4FD1;6C5F101C;A8D21252;;684;;0
685;Bionicle - Matoran Adventures;Eeprom_v120;4194304;Electronic Arts;16;Mode 7;12507;DAEC2264;47B1EB9E;3503D196;;685;;0
686;Doom II;Eeprom_v120;16777216;Activision;1;Mode 7;2;C885D9E9;83594BDF;ACA20981;;686;;0
687;Spyro 2 - Season of Flame;Eeprom_v122;8388608;Vivendi;0;Patience;4291;104B4CAA;8637B0D5;843DD1BD;;687;;0
688;Bomberman Jetters - Densetsu no Bomberman;Sram_v112;8388608;Hudson;7;Eurasia;256;70C423B8;1439A3F3;7BD28FCA;;688;;0
689;Tales of the World - Narikiri Dungeon 2;Eeprom_v122;8388608;Namco;7;Eurasia;256;231B9FCA;51CF5ED6;0FE502DF;;689;;0
690;Metroid Fusion;Sram_v112;8388608;Nintendo;1;GBANow;2;6C75479C;E78FC688;B8902DF8;;690;;0
691;Santa Claus Jr. Advance;Eeprom_v122;4194304;JoWood Productions;0;Eurasia;2;FE3E6769;3C3DADB4;E74E7D8B;;691;;0
692;Secret Agent Barbie - Royal Jewels Mission;None;4194304;Vivendi;1;Lightforce;2;610913E0;4BB3F347;A540C0F5;;692;;0
693;Stuart Little 2;None;8388608;Activision;5;Patience;1;0827D896;0F5D2000;D7AD3577;;693;;0
694;Megaman Battle Network 2;Sram_v112;8388608;Ubi Soft;0;Independent;2;66341F3B;78041925;BE3BD94A;;694;;0
695;NHL Hitz 20-03;Eeprom_v122;4194304;Midway;1;Independent;2;4F1ADF75;2DA6C944;834343C1;;695;;0
696;Gekido Advance - Kintaro's Revenge;None;8388608;Zoo Digital;0;Squirrels;4291;2FB5B819;5ADC1B20;E60CEF88;;696;;0
697;Car Battler Joe;Eeprom_v122;8388608;Natsume;1;Venom;2;EA0A1B94;DD9C0CD4;27EB4274;;697;;0
698;Deadly Skies;Eeprom_v122;4194304;Konami;0;Patience;323;FE7C8402;292DA441;1763BDC6;;698;;0
699;Beast Shooter - Mezase Beast King!;Sram_F_v102;4194304;Konami;7;Cezar;256;A13760BC;767AA0F1;9BE7CFD0;;699;;0
700;Silk to Cotton;Sram_v112;8388608;KiKi Co Ltd;7;Cezar;256;515E2127;75F155AE;4396B809;;700;;0
701;Best Play Pro Yakyuu;Flash_v126;4194304;Enterbrain;7;Chakky;256;61709D3D;16D8B259;B314EF5E;;701;;0
702;Minami no Umi no Odyssey;Eeprom_v122;4194304;Global A;7;Chakky;256;6E53115B;A533DB46;BC1984B5;;702;;0
703;Monster Farm Advance 2;Sram_F_v102;8388608;Tecmo;7;Chakky;256;1B14CF53;46BE350B;E9AF23EB;;703;;0
704;Di Gi Charat - DigiCommunication;Sram_F_v102;8388608;Broccoli;7;Chakky;256;A1288427;CFB4C860;07C1EF59;;704;;0
705;Masters of the Universe - He-Man Power of Grayskull;None;8388608;TDK;1;Venom;2;75491E30;7FBDB710;EE9DB74C;;705;;0
706;Dungeons & Dragons - Eye of the Beholder;Sram_F_v102;4194304;Infogrames;1;Venom;2;91B16892;7D917CC7;2B19C2A5;;706;;0
707;Tony Hawk's Pro Skater 4;Eeprom_v122;8388608;Activision;16;Rapid Fire;2;8CB0AA77;5702C2D8;14769133;;707;;0
708;Reign of Fire;None;8388608;BAM!;1;Noitami;4291;B48F8D57;654A05F0;4979D483;;708;;0
709;Pocky & Rocky with Becky;None;4194304;Natsume;1;Venom;2;53A8EE86;5ED452C4;59DF6617;;709;;0
710;Powerpuff Girls, The - Him and Seek;Eeprom_v122;8388608;BAM!;1;Venom;2;4D22B35E;D57F7E43;99FFAC52;;710;;0
711;Dexter's Laboratory - Chess Challenge;None;8388608;BAM!;1;Venom;2;AE61322E;F009F40E;4DC4E24E;;711;;0
712;Treasure Planet;None;8388608;Ubi Soft;1;Venom;2;8B14F9EC;90BF3A49;6BFFEBF3;;712;;0
713;Crazy Chase;Eeprom_v122;4194304;Kemco;1;Evasion;2;CABA1DB9;ACAB0E3C;2CA42E6E;;713;;0
714;Godzilla - Domination!;None;4194304;Infogrames;0;Eurasia;4291;DDD2D5DC;8E6FA5DE;2634EAA6;;714;;0
715;Lord of the Rings, The - The Fellowship of the Ring;Eeprom_v122;8388608;Vivendi;0;Cezar;4291;2380B93A;71C60EA6;212EF8D2;;715;;0
716;Davis Cup;Eeprom_v122;4194304;Ubi Soft;1;Evasion;4291;82B4D89C;F1411E29;57DF8B9D;;716;;0
717;Lord of the Rings, The - The Two Towers;Eeprom_v122;16777216;Electronic Arts;16;Mode 7;4307;A1E3BF33;6F042198;C5109CDB;;717;;0
718;Justice League - Injustice for All;Eeprom_v122;8388608;Midway;1;Eurasia;2;B2477B72;759DA037;BA5BB6A6;;718;;0
719;Wer wird Millionaer;None;4194304;Zoo Digital;2;-Q;64;08D71A89;E403BD29;8EC199D2;;719;;0
720;Fairly Odd Parents!, The - Enter the Cleft;None;4194304;THQ;1;Mode 7;2;B0533F41;DEB1E2B7;408B836A;;720;;0
721;Harry Potter and the Chamber of Secrets;Eeprom_v122;8388608;Electronic Arts;16;Mode 7;64219;342816DB;6BA7B72A;2E500A4E;;721;;0
722;Contra Advance - The Alien Wars EX;None;4194304;Konami;1;Mode 7;2;59781C54;22BCAE63;2C1431C3;;722;;0
723;Frogger's Adventures 2 - The Lost Wand;Eeprom_v122;8388608;Konami;1;Mode 7;4098;27B95C01;BFCDBDB2;BCBF6736;;723;;0
724;Kawaii Pet Shop Monogatari 3;Eeprom_v122;4194304;Pacific Century;7;Chakky;256;39AEFB7B;B50F70D2;31BDFAE5;;724;;0
725;Smuggler's Run;None;8388608;Zoo Digital;0;Squirrels;4291;3AE0AFC8;DC167987;F71A89AE;;725;;0
726;Powerpuff Girls, The - Him and Seek;Eeprom_v122;8388608;BAM!;0;Lightforce;4163;0BFED765;554DB42D;BE191E28;;726;;0
727;Agassi Tennis Generation;None;4194304;Cryo;0;Mode 7;4291;90D759E2;B5FAA184;17CDD947;;727;;0
728;Zidane Football Generation;None;4194304;Cryo;0;Mode 7;4291;59E2635F;35A69F84;1E24F4C8;;728;;0
729;Defender;Eeprom_v122;4194304;Midway;1;Venom;2;2E271C13;10994D54;32771F75;;729;;0
730;Star Wars - The New Droid Army;None;8388608;THQ;1;Venom;2;59C52F98;8902B8DA;F109C530;;730;;0
731;Disney Sports - Soccer;Eeprom_v122;16777216;Konami;1;Venom;2;2F1316D2;83BCCB06;3C9DF1AF;;731;;0
732;Dan Doh!! Xi;Sram_v112;8388608;NetVillage;7;Eurasia;256;E1D5CFF1;853EBA15;79A62C84;;732;;0
733;Tomb Raider - The Prophecy;None;8388608;Ubi Soft;0;Mode 7;4291;4235FAC3;2B48CA17;7AFB6A31;;733;;0
734;Mummy, The;None;4194304;Ubi Soft;0;Menace;4291;B0F3799F;FFFFDDA5;EA5E7320;;734;;0
735;Contra Hard Spirits;None;4194304;Konami;7;Cezar;2;A817AA47;327A7815;030E2970;;735;;0
736;FIFA;Eeprom_v122;4194304;Electronic Arts;16;Mode 7;20675;81F58837;9E822CC0;C51981E5;;736;;0
737;Shin Megami Tensei Devil Children - Yami no Sho;Sram_F_v102;8388608;Atlus;7;Cezar;256;E0E153B7;69D8FD6E;04CB3482;;737;;0
738;From TV Animation One Piece - Nanatsu Shima no Daihihou;Sram_v112;8388608;Banpresto;7;Cezar;256;FD4CE9C8;46913B30;5AE04BA1;;738;;0
739;Pink Panther - Pinkadelic Pursuit;None;8388608;Wanadoo;0;Patience;4291;8859B808;995A4444;20653F90;;739;;0
740;Revenge of Shinobi, The;None;8388608;THQ;1;Venom;2;E9339304;32FF5AF1;991933F0;;740;;0
741;Rocky;Eeprom_v122;8388608;Ubi Soft;1;Venom;4291;E1702B0A;4252349E;BF47225B;;741;;0
742;Croket! - Yume no Banker Survival!;Sram_F_v102;8388608;Konami;7;Patience;256;A2AAD079;AF94BDB2;AB3BE187;;742;;0
743;Hot Wheels - Velocity X;None;8388608;THQ;1;Patience;2;9592F553;0C6C61BC;4AB30938;;743;;0
744;Mary-Kate and Ashley Sweet 16 - Licensed to Drive;None;4194304;Acclaim;1;Patience;2;5FE092C6;C36F4D4A;365DD419;;744;;0
745;Rugrats - I Gotta Go Party;None;4194304;THQ;1;Patience;2;DF167D1D;A1F5E8A0;7E3521E0;;745;;0
746;Hamster Club 3;Sram_v112;8388608;Jordan;7;Polla;256;8173F699;7CBEBDB4;65DF1642;;746;;0
747;Super Robot Taisen - Original Generation;Flash_v126;8388608;Banpresto;7;Eurasia;256;75127EC4;3064119C;556162FB;;747;;0
748;Monster Rancher Advance 2;Sram_F_v102;8388608;Tecmo;1;Venom;2;1D695B1B;54F7BD79;C71BEE18;;748;;0
749;LEGO Island Xtreme Stunts;Eeprom_v122;4194304;Electronic Arts;16;Venom;12507;3BEB5446;51E3E030;9CD7B1BA;;749;;0
750;Galidor - Defenders of the Outer Dimension;Eeprom_v122;4194304;Electronic Arts;16;Venom;28891;4D8F49F9;9B058574;FC1F1985;;750;;0
751;Rocket Power - Beach Bandits;None;4194304;THQ;1;Venom;2;13695669;371452CA;7C0CBDC7;;751;;0
752;Wild Thornberrys Movie, The;None;4194304;THQ;1;Venom;2;4E2C47BC;230316E5;258B24AC;;752;;0
753;Mortal Kombat - Deadly Alliance;Eeprom_v122;16777216;Midway;16;Mode 7;4291;A29BA64F;4C6780F1;E11B62E5;;753;;0
754;Shrek - Hassle at the Castle;Eeprom_v122;4194304;TDK;0;Independent;4307;CD8E4F85;93139698;908430D7;;754;;0
755;Metroid Fusion;Sram_v112;8388608;Nintendo;0;FlashAdvance;4291;974E46AB;4A7F0F19;378F5E8D;;755;;0
756;Shin Megami Tensei Devil Children - Hikari no Sho;Sram_F_v102;8388608;Atlus;7;Cezar;256;5D7EE5AF;C6EDFDBE;60BE63CF;;756;;0
757;Pocket Monsters - Sapphire;Flash1M_v103;8388608;Nintendo;7;GBANow;256;FD1EEB78;E7AC1619;DE9FF682;;757;;0
758;Dungeons & Dragons - Eye of the Beholder;Sram_F_v102;4194304;Infogrames;0;Patience;4291;26351555;7D917CC7;A301959B;;758;;0
759;Aigle de Guerre, L';Sram_v112;8388608;Nintendo;5;Patience;1;36A0E152;A2CDDD94;F27D9492;;759;;0
760;Pocket Monsters - Ruby;Flash1M_v103;8388608;Nintendo;7;GBANow;256;CEE9471A;571ACB83;D7CA3544;;760;;0
761;Fantastic Maerchen - Cake-yasan Monogatari;Eeprom_v122;8388608;Culture Brain;7;Evasion;256;EC60D573;487815D0;990FB21F;;761;;0
762;Scan Hunter - Sennen Kaigyo wo Oe!;Sram_F_v102;8388608;Pacific Century;7;Evasion;256;BCD9AA71;E5BD3316;84298B08;;762;;0
763;Super Monkey Ball Jr.;Eeprom_v122;4194304;THQ;1;Venom;2;0A8031F0;743E17A2;D371164B;;763;;0
764;Egg Mania;None;4194304;Kemco;7;Evasion;256;4BEAB3AC;4C1D4C83;8B0A2D5F;;764;;0
765;Moto GP;Eeprom_v122;4194304;MTO;7;Evasion;2;4F6D7E49;CC4DCA70;418FEBE8;;765;;0
766;Card Party;None;8388608;Mediakite;7;Evasion;256;3D5A2C07;AF16A87A;81E6E66E;;766;;0
767;Silent Scope;Eeprom_v122;8388608;Konami;7;Evasion;256;8AB024E0;194EB0B2;C56CA4C6;;767;;0
768;Earthworm Jim 2;None;8388608;Vivendi;0;Patience;4291;D211E8DA;7A99D582;135CDC1B;;768;;0
769;Tarzan - L'Appel de la Jungle;Eeprom_v122;8388608;Activision;5;Patience;1;35AB002E;8ABCD784;7AF07558;;769;;0
770;Phantasy Star Collection;Eeprom_v120;8388608;THQ;1;Mode 7;2;E5A7FE17;B91CC0F2;E99FE47A;;770;;0
771;Gauntlet - Dark Legacy;Eeprom_v122;8388608;Midway;1;Mode 7;2;E99DE964;AC474FC1;B6A5A62D;;771;;0
772;Kim Possible - Revenge of Monkey Fist;None;8388608;Ubi Soft;1;Mode 7;2;1A56EFBD;32F72076;3BC1EE38;;772;;0
773;Minority Report - Everybody Runs;Eeprom_v120;8388608;Activision;16;Venom;2;3D56EAD6;E7929023;B7E2407A;;773;;0
774;Altered Beast - Guardian of the Realms;Eeprom_v122;8388608;THQ;1;Venom;2;C4955F69;4065556E;599E0B24;;774;;0
775;Kirby - Nightmare in Dream Land;Sram_v112;8388608;Nintendo;1;Mode 7;2;20EF3F64;C9278190;76B434EC;;775;;0
776;Legend of Zelda, The - A Link to the Past & Four Swords;Eeprom_v122;8388608;Nintendo;1;Mode 7;2;8E91CD13;932CEBF0;5F723E83;;776;;0
777;Treasure Planet;None;8388608;Ubi Soft;0;Patience;4307;D52DDCE1;90BF3A49;35E85D81;;777;;0
